address,pagerank,in_volume,out_volume,in_pr_and_vol
0x28c6c06298d514db089934071355e5743bf21d60,0.14612465931883853,2176681165859.2341,3413012260938.03,True
0xb334a61a6209f14b5fa5f1684a4ed7621f66e1ef,0.05732458905193096,1199726743315.9001,1173077124847.3008,True
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0.04833505557041288,1327823710429.05,1110400361898.72,True
0x76ec5a0d3632b2133d9f1980903305b62678fbd3,0.03558380968138377,908766173375.3008,115829114253.63655,True
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0.03252976419887349,893487387055.9299,945239036579.19,True
0xc333e80ef2dec2805f239e3f1e810612d294f771,0.01874269763358137,1165142864118.0,1112820282895.5,True
0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,0.015307030188253813,602358543212.923,428541124753.12915,True
0xa7a5c7602bd8a0b156980b9c41efa781e1af208f,0.012852850611195614,370760905984.0,370760905984.0,False
0xfbd4cdb413e45a52e2c8312f670e9ce67e794c37,0.012458779414158865,386564677393.2128,382492697228.2328,False
0xc671b05671a7cd3080c6ceae79d284bdde0ef271,0.011294127299208093,838716666433.3021,260000000000.0,True
0x700e0841ce0892969d2f9cf523c6298b3ef056a6,0.01005715789539641,856385214445.8949,900606191389.6901,True
0xf3d8f38c01af8a7506fcf771bb04bae3365adc2c,0.00966397208046254,260000000000.0,215590840170.89963,False
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,0.008756006313639873,551193759546.6133,328131435923.0933,True
0xbe0562201362d5adea1b0c678406d70432d33d8d,0.008582286708723085,411954754739.25104,411954754739.25104,True
0xe4aa002d49faf0e62b923c924aac54c25702332b,0.008408931758373895,239800058272.0,0.0,False
0x841ed663f2636863d40be4ee76243377dff13a34,0.007726094201351963,733066154495.7949,66813813680.0,False
0xd73113b56c0f2de7681ba0cb09d5cd1a14376b3e,0.007303652528504843,499790534815.3,499790534812.3,True
0xefef30bd1cca520619306c95091ab18473febc5c,0.007028008647046921,605558419004.9471,1024331677171.6874,True
0x51c72848c68a965f66fa7a88855f9f7784502a7f,0.00596975748607693,387999093950.7271,442714585012.3746,True
0x3f5e2ba8082730c42612534f38c2fd3a28b8f3ef,0.005916805831892891,177524520021.6,0.0,False
