address,auth_score,rank_hub
0x00002c3ab2b5743ec3d23527f37b1d823abcdead,0.0007052186177715064,10998
0x00005f57357970308aa51f501cab99d4ab840cac,0.0007052186177715064,11079
0x0000688f1a390e2d849ec74858b7ff7b4e940d95,0.0007052186177715064,11080
0x000069ee9190afcad04ab4e985801ebaace80e49,0.0007052186177715064,12074
0x00008026e7f75a138f2e1dfc58119ceb527073f9,0.0007052186177715064,876
0x00008e8c22a3a83d46686657e890d2835cc48a90,0.0007052186177715064,12075
0x0000d608ab3f94ab2a41c1213d8e4516de36d8e3,0.0007052186177715064,9306
0x0000e60b93aaf6897f955cbe419d8f4119f30d95,0.0007052186177715064,11081
0x0000e7316ba731a244e13a921621e2dcebac0000,0.0007052186177715064,2592
0x0000fc16bd931a2a6e25437d74a9480b51f50000,0.0007052186177715064,11498
0x000d63ec020fda0e22be3d872b097b9282edc34d,0.0007052186177715064,10472
0x003715e5d30af47401d285cd85221cf1ea5fb9da,0.0007052186177715064,11973
0x003e23602355f77a15669ce01b50edd0a3555dfc,0.0007052186177715064,826
0x003ff421de8aea12bb193b6a5358fd1d16c1f353,0.0007052186177715064,12262
0x0041c9dd32e8f2bdeb576ea34cff5662e214d0c5,0.0007052186177715064,2401
0x00569b0863d441d0c30c4383818444c5c6dfec9c,0.0007052186177715064,1358
0x00652493bafcaa810cbf7054f26d443668882b5f,0.0007052186177715064,12263
0x0084f704e25952b169f9e295e6642e11e279e95e,0.0007052186177715064,10884
0x0086f3332c4e7a038e8feac8955eb1e1733ce53a,0.0007052186177715064,9894
0x008749608a242f1a68903590b9d2a41c588db740,0.0007052186177715064,1588
